Adipocytes_names,Adipocytes_logfoldchanges,Adipocytes_pvals,Adipocytes_pvals_adj,CCS_names,CCS_logfoldchanges,CCS_pvals,CCS_pvals_adj,EC_Arterial_names,EC_Arterial_logfoldchanges,EC_Arterial_pvals,EC_Arterial_pvals_adj,EC_Capillary_names,EC_Capillary_logfoldchanges,EC_Capillary_pvals,EC_Capillary_pvals_adj,EC_Lymphatic_names,EC_Lymphatic_logfoldchanges,EC_Lymphatic_pvals,EC_Lymphatic_pvals_adj,EC_Mixed_names,EC_Mixed_logfoldchanges,EC_Mixed_pvals,EC_Mixed_pvals_adj,EC_Valves_Pericytes_names,EC_Valves_Pericytes_logfoldchanges,EC_Valves_Pericytes_pvals,EC_Valves_Pericytes_pvals_adj,EC_Venous_names,EC_Venous_logfoldchanges,EC_Venous_pvals,EC_Venous_pvals_adj,Endocardium_names,Endocardium_logfoldchanges,Endocardium_pvals,Endocardium_pvals_adj,Epicardium_names,Epicardium_logfoldchanges,Epicardium_pvals,Epicardium_pvals_adj,Fibroblasts_names,Fibroblasts_logfoldchanges,Fibroblasts_pvals,Fibroblasts_pvals_adj,Leukocytes_names,Leukocytes_logfoldchanges,Leukocytes_pvals,Leukocytes_pvals_adj,Neurons_Mixed_names,Neurons_Mixed_logfoldchanges,Neurons_Mixed_pvals,Neurons_Mixed_pvals_adj,Neurons_SchwannGlialCells_names,Neurons_SchwannGlialCells_logfoldchanges,Neurons_SchwannGlialCells_pvals,Neurons_SchwannGlialCells_pvals_adj,Pericytes_names,Pericytes_logfoldchanges,Pericytes_pvals,Pericytes_pvals_adj,PlateletsErythrocytes_names,PlateletsErythrocytes_logfoldchanges,PlateletsErythrocytes_pvals,PlateletsErythrocytes_pvals_adj,SMC_names,SMC_logfoldchanges,SMC_pvals,SMC_pvals_adj,aCM_names,aCM_logfoldchanges,aCM_pvals,aCM_pvals_adj,unknown_names,unknown_logfoldchanges,unknown_pvals,unknown_pvals_adj,vCM_names,vCM_logfoldchanges,vCM_pvals,vCM_pvals_adj
SLC39A6,-1.43068,7.587545458644972e-08,2.896085889273392e-07,METTL8,-0.9623449,1.1125534711019616e-10,3.643015184610719e-10,NSL1,-0.19167669,8.901585145846744e-18,3.3848002776799964e-17,PHACTR1,-0.44890717,1.5988805574303507e-19,4.584082299034116e-19,LIN7B,-1.094139,0.006147804209657053,0.016155782889107476,BIRC2,-0.36793655,7.202302421246925e-117,3.5131592805901294e-116,UBFD1,-0.79155797,2.3345895638808076e-09,8.00764220411117e-09,PLEKHA7,-0.2704247,1.2826251230752307e-22,5.18547504887527e-22,TATDN2,-0.52326703,0.480081350787248,0.5533787326114066,PDE6D,-0.46412614,0.03985222220040587,0.06898941700487789,NUDT13,-0.7219591,2.5704344453696073e-54,5.553757573302521e-54,MAPRE1,-0.48542717,9.168785138995082e-273,4.037797062086775e-272,CISH,-1.82353,1.6492516317758016e-08,5.6428260319112216e-08,TMEM263,-0.18894902,4.877623927295275e-05,0.00012689725962892654,RAB5B,-0.34594345,5.263854682629346e-50,2.2447610870370753e-49,ENTPD6,-0.85266995,0.017563157536429574,0.05613366656920693,WDR12,-0.47653368,7.689182677768059e-21,1.726605341063466e-20,GOSR1,-0.4261071,3.8868893612247636e-41,1.0948289331766355e-40,POLR2M,-0.6128046,3.1285619713559586e-44,1.5349888579877805e-43,TPRA1,-1.0234227,2.150892223252154e-112,4.77582248540849e-112
RAI1,-0.7980445,7.561307306694115e-08,2.8868011604509885e-07,STAT1,-0.71756566,1.1077161797677268e-10,3.6287502897882644e-10,ATP6V1F,-0.20215051,8.702751647403297e-18,3.3100284239569194e-17,LNP1,-1.7444526,1.5889850179107023e-19,4.5573853839430485e-19,PLCB2,-2.1235464,0.006132174527759515,0.016120323632284723,CRBN,-0.22060733,7.117150362938919e-117,3.472745983752802e-116,ZNF536,-1.0602646,2.329403873691747e-09,7.991671575757182e-09,DDX6,-0.07006805,1.2629245486240374e-22,5.107196486557871e-22,GNG8,-0.7849845,0.4796781205765439,0.5529984107968223,NLRC4,-1.8647097,0.03973767510768418,0.06879901258749221,PCDHGA1,-1.3573896,2.2070096840604437e-54,4.770580084766574e-54,CANX,-0.19123721,7.993130758607815e-273,3.5210837539086146e-272,AP3S1,-0.17994483,1.6447090803017973e-08,5.628559963699484e-08,FUT11,-0.43260917,4.864293215807789e-05,0.0001265722641602951,ZNF622,-0.7898479,4.532585046694799e-50,1.933458833372468e-49,UFSP2,-0.6147741,0.01755498334778226,0.05611942569047445,ZNF573,-0.650481,6.1941406194686764e-21,1.3919292767870943e-20,PDGFRL,-2.5916884,3.835834229778456e-41,1.0806498076501112e-40,RECK,-0.43319044,3.070672299967708e-44,1.5070759788979723e-43,HMOX1,-3.0650458,1.8701678370667482e-112,4.1531155086832496e-112
RAB18,-0.31795347,7.380097144446135e-08,2.8183306200400066e-07,KDM2B,-0.55017865,1.0936694039441754e-10,3.583512515051128e-10,HSPA5,-0.13260156,8.484470151245197e-18,3.2286339768681925e-17,BSG,-0.109905936,1.5193630532059811e-19,4.359358783076933e-19,AHCYL1,-0.25850227,0.006102574591630238,0.016045305877505845,CDK6,-0.11934934,6.547994588256246e-117,3.1960651463765605e-116,PITHD1,-0.5619859,2.308235953654588e-09,7.920849707265811e-09,EFS,-2.8586457,1.2572877115171977e-22,5.085764176418533e-22,ZHX3,-0.5209836,0.4795093515838569,0.5528460759437409,C1QB,-1.6699921,0.03948746414099542,0.06838935148220138,MYO16,-0.91667575,2.0880194636100536e-54,4.5140223098127677e-54,PTP4A2,-0.19866848,6.547127130176049e-273,2.8849413912004944e-272,RBM28,-0.14396766,1.6331842697326908e-08,5.590387162351048e-08,UEVLD,-0.37722504,4.8294174919752465e-05,0.00012568644385047494,SEC14L1,-0.6164549,4.482259680022087e-50,1.912532176728678e-49,REV1,-0.4200135,0.017450098146208005,0.05583143549344312,SEC22A,-0.40595308,6.184012845885743e-21,1.389860340582392e-20,ADAM10,-0.3534223,3.5684598814128753e-41,1.0055115110209693e-40,PTPRA,-0.008393742,2.833231354097248e-44,1.3909930903069507e-43,SND1,-0.48436785,1.8357134574263137e-112,4.077201986678135e-112
MAN1B1,-1.1835436,7.21971201780854e-08,2.757780151171007e-07,WASF3,-0.826847,1.0159423163223154e-10,3.329555143960127e-10,LMAN2L,-0.688447,8.369491837867216e-18,3.1856840054752084e-17,SNX21,-0.7572271,1.5038356110477088e-19,4.3156278839954407e-19,OCIAD2,-0.7205635,0.0060989286675087965,0.01603851393100588,POMGNT1,-1.3139666,6.040111450862709e-117,2.94912203223617e-116,TOB2,-0.10525435,2.2749740440750923e-09,7.80848493818087e-09,NT5DC1,-0.11649833,1.2276594854268052e-22,4.967248513153175e-22,TNF,-2.0934412,0.4772680261242509,0.5505984597360644,DUSP10,-1.5905074,0.03899842288669737,0.06758890654639835,NR5A2,-2.7635045,1.5599640535957864e-54,3.373402707675542e-54,THUMPD1,-0.6577307,5.5004464714333805e-273,2.424437445878288e-272,RPAP2,-0.17095944,1.6030935089523116e-08,5.4898768407325366e-08,PPP1R21,-0.26872295,4.7886602499409855e-05,0.00012464722402916412,PLGRKT,-0.3494517,4.408222898343587e-50,1.881473415774927e-49,KLF9,-1.0556326,0.017402776651888635,0.055727287339338696,NFATC1,-0.6617383,5.847992384734319e-21,1.3145353153174015e-20,SLC22A5,-1.0610262,3.3961132888737663e-41,9.573055987239986e-41,BRWD3,-0.5859621,2.804910898355195e-44,1.3775371063448294e-43,TMEM183A,-0.53128546,9.974514510065039e-113,2.2163629709349463e-112
CASP2,-1.588769,7.15458829267581e-08,2.733596114254768e-07,PPM1F,-1.0874342,1.012920668771689e-10,3.320373313010932e-10,NTMT1,-0.53943646,8.257415333619537e-18,3.143817159812968e-17,PDGFRL,-1.9581321,1.3118883508718912e-19,3.7655038020841733e-19,EPN2,-0.06797389,0.006077130833985281,0.01599512705729087,SNCA,-2.0239925,5.691915423577091e-117,2.780012542803413e-116,APBB1,-0.6255315,2.2682549188690823e-09,7.787193638665192e-09,COMTD1,-1.6081792,1.2197035755838723e-22,4.936381432746527e-22,DTHD1,-5.827506,0.47696300935162994,0.5502886428510664,AKTIP,-0.4302262,0.03821156126745543,0.0663013201481303,MAD1L1,-0.20255075,1.3952840748306578e-54,3.0181492414138293e-54,DIAPH3,-1.8672628,5.156139723630772e-273,2.273340949723506e-272,HM13,-0.20124544,1.5995547989905956e-08,5.479001594726752e-08,SPI1,-2.6823277,4.785525721509228e-05,0.00012458712125067669,MYO1E,-0.44708005,4.282062554043689e-50,1.828143933963999e-49,NIPAL2,-0.88547194,0.01739143573404444,0.05570279034342077,MYOCD,-0.31010583,5.742772429679407e-21,1.2910758455045674e-20,SRM,-0.50237864,2.902745737082668e-41,8.186925558596827e-41,DCTN6,-0.18360202,2.691716156270103e-44,1.3228062595385345e-43,SH3TC1,-2.3669658,8.470212758255646e-113,1.8826575986390898e-112
DHX9,-0.45298812,7.117769522614886e-08,2.720217210314101e-07,GPSM3,-3.5151062,9.974955370828225e-11,3.271230474935671e-10,TSPYL2,-0.85297835,8.249309685065408e-18,3.1415236378250604e-17,GADD45B,-0.3260148,1.2652083406014233e-19,3.63290035699328e-19,APBB2,-0.26966295,0.006045530672544479,0.01591750678821376,ZNF652,-0.15403628,5.502152634911352e-117,2.688199662223442e-116,METTL23,-0.6218138,2.2646974531006483e-09,7.776749479452784e-09,S100A13,-0.21883969,1.181655928001688e-22,4.783677914539022e-22,C2orf15,-1.0701356,0.4759922924596882,0.5493366733808683,TMEM74B,-3.0164456,0.03805549495644211,0.0660533099347469,SNTG2,-2.6822066,1.3219931978943438e-54,2.860433167400923e-54,CEBPZOS,-0.53849196,4.7892187671640715e-273,2.1121826310356568e-272,NPEPPS,-0.089050055,1.598178564898543e-08,5.475530284097346e-08,RNF43,-1.8023896,4.7754926366042324e-05,0.0001243473686536078,ARID3A,-0.47122392,4.204538011924383e-50,1.7955542636095866e-49,ADAMTS5,-2.675123,0.017341732578500715,0.055567182181471934,ZNF800,-0.4936961,5.536355713021499e-21,1.2452262357812289e-20,TBC1D14,-0.93417007,2.838995303330605e-41,8.008620022030933e-41,CYBRD1,-0.5507991,2.545646849708735e-44,1.2514300409056752e-43,PPP1R2,-0.5595802,7.98282323171721e-113,1.7748492665450224e-112
BICC1,-0.8642231,7.106358181283088e-08,2.716544013979847e-07,FMO2,-3.4418514,9.688661890882636e-11,3.1801062474380326e-10,LYRM1,-0.48148668,8.169866986404168e-18,3.1120553396974175e-17,FAM114A1,-0.37348244,1.23824742277769e-19,3.5561617706110177e-19,JAKMIP3,-2.3271182,0.006014140668101154,0.01584038585741407,GPC1,-1.7939633,5.494601703454177e-117,2.685379822167436e-116,IP6K2,-0.09573624,2.137475397696741e-09,7.344894968588164e-09,TPBG,-1.4746684,1.153365325294413e-22,4.670402331457816e-22,JAZF1-AS1,-0.9420857,0.47502419057289325,0.5483032569121304,ZBTB7A,-0.44059137,0.037838511133648604,0.06571447756375429,FAM185A,-0.20612848,9.371674236402433e-55,2.0289385680072518e-54,XPNPEP1,-0.4758719,4.5017004726580766e-273,1.9859591795777753e-272,APOL2,-1.06735,1.5947574729913197e-08,5.465049905173705e-08,RB1,-0.16837753,4.763601321540113e-05,0.00012405913916252527,LPCAT4,-0.71035856,4.008658294581724e-50,1.7123880832671206e-49,FAM124A,-1.5598797,0.017275349195334373,0.05536622851050889,TTL,-0.58926237,5.351935099637887e-21,1.2039261368867938e-20,SHMT2,-0.61765164,2.771722997949358e-41,7.820310989914322e-41,RAB4A,-0.058192346,2.3800543030719317e-44,1.1704066321916451e-43,PCYOX1,-0.68147975,5.637273984426607e-113,1.253909196359121e-112
RNF8,-0.879907,7.049956791999706e-08,2.6956662757755147e-07,LRRC41,-0.30454686,9.639069786407509e-11,3.1645168852830565e-10,CDC37L1,-0.31586438,8.079144772918281e-18,3.0782744991891616e-17,ACO1,-0.23249486,1.1977320560560226e-19,3.441114066247381e-19,RHBDF1,-0.62822205,0.005995637390380925,0.015797164716415665,DNAJB11,-0.6873423,5.259961813524434e-117,2.571536886611945e-116,USP47,-0.033559773,2.0440555753127503e-09,7.027081262555815e-09,COL9A3,-1.5459137,1.0858837962885593e-22,4.398324813093649e-22,NKX3-1,-1.0788432,0.47306590836866635,0.5460846480878012,TAF5L,-0.7073628,0.03755167723423736,0.06523134355652742,PDK2,-0.37435544,9.364638202117029e-55,2.0277061656578222e-54,SCARA3,-3.482214,3.956493427265773e-273,1.7459473334589197e-272,RAB3GAP2,-0.11526457,1.592635954887159e-08,5.459019266672043e-08,NOL10,-0.2403128,4.7298722276951336e-05,0.0001232019876775543,NOL3,-0.7360881,3.946864195576735e-50,1.6864686987441699e-49,AKTIP,-0.9414686,0.01725773044253981,0.05532150973636593,QRICH1,-0.47898763,5.3351542476201374e-21,1.2003301715128669e-20,MTM1,-0.9364351,2.5839075687240646e-41,7.291760102315553e-41,STAM,-0.4007643,2.2870624521299014e-44,1.1250438894245265e-43,SLC35F2,-2.569649,4.0471234915308057e-113,9.004745353705281e-113
EMC8,-1.1816996,7.03162538228164e-08,2.689338324110353e-07,RGS17,-2.1068428,9.478541199174832e-11,3.1124922493025797e-10,OCIAD1,-0.06526468,7.54936425391021e-18,2.877146598990225e-17,PPP3CB,-0.14780213,1.166693885616822e-19,3.352578850291142e-19,ADIPOR2,-0.2959813,0.005986050955905673,0.0157746605598967,ANKRD50,-0.9419076,3.368328864461438e-117,1.6472721718228135e-116,SORD,-0.94657123,1.9540197215859636e-09,6.722148538448909e-09,RASSF8,-0.20869887,1.0769323124001791e-22,4.364409897621778e-22,INA,-3.5825708,0.4728985231003484,0.5459331837092066,ADORA1,-1.2381754,0.037521988061322065,0.06518727337647895,CADM2,-0.98352706,9.285461259417729e-55,2.0108506432362228e-54,KCNH7,-3.7854977,1.6188709835661339e-273,7.1459493664756046e-273,TMEM98,-0.44482246,1.5892228468324822e-08,5.4485577474774695e-08,ARHGAP24,0.29375488,4.549581339305954e-05,0.00011862868274499906,CLPTM1,-0.30401725,3.858276506161637e-50,1.6490826686771857e-49,TATDN1,-0.21600087,0.017111292106851857,0.05488706067515584,DHRS7B,-0.5264984,5.0684610464616264e-21,1.1408383909500205e-20,KCTD13,-1.2861118,2.49392663970482e-41,7.039151084051831e-41,MTMR9,-0.6420769,2.258155676509166e-44,1.1111863537618627e-43,NAA20,-0.38240355,3.265535782258555e-113,7.26680419136628e-113
PCID2,-0.5242833,6.999831139206644e-08,2.677856820099028e-07,PHTF2,-0.3595532,9.42339336498001e-11,3.0957303583865544e-10,OSR1,-3.2374847,7.373568063652249e-18,2.810858530352103e-17,MRPL10,-0.5666807,1.1031710700341435e-19,3.171249102658151e-19,MYO9B,-0.10034533,0.005981186375129734,0.015764593917823602,HS2ST1,-0.31658503,2.8794395497485738e-117,1.4086386283567415e-116,PPIE,-0.5346019,1.9215307462925615e-09,6.611888286148504e-09,CHMP2B,-0.48790905,1.0440596498562848e-22,4.2323256072068357e-22,PTPRQ,-1.0686032,0.47257747067275435,0.545687772562602,NEXN-AS1,-0.65352577,0.037150383097711924,0.06458628979503149,FMO5,-0.62823355,9.174484360751589e-55,1.9871027263556684e-54,USP2,-1.8807161,1.5519873700530002e-273,6.852718955190134e-273,TGIF1,-0.42736033,1.5772793491102134e-08,5.4088388858830587e-08,CPD,-0.35422647,4.539941446030352e-05,0.00011839778175823409,NKIRAS2,-0.68277746,3.802324702312736e-50,1.6256284534646974e-49,HERC3,-0.80476207,0.017081867097610604,0.054804323604834025,RTN4IP1,-1.0724477,5.062380656980304e-21,1.1396397505242654e-20,RASSF9,-2.1938648,2.444368988823231e-41,6.900564305896035e-41,DUSP5,-1.213323,2.2560501131112593e-44,1.11051233878262e-43,ARRDC2,-3.0459614,2.7605467072192916e-113,6.143956777076176e-113
SULF1,-1.5543773,6.954528787560207e-08,2.661200518809803e-07,SLC5A1,-0.80212003,9.33181429010699e-11,3.066312677254402e-10,THNSL2,-2.3433027,7.359578648876683e-18,2.806234486327613e-17,TULP3,-0.47981438,1.0044322653593583e-19,2.888508336281142e-19,C12orf75,-0.96828157,0.005939153923643742,0.015662014855081487,PNMA1,-2.367479,2.706124543177782e-117,1.3242811804681935e-116,ARHGEF40,-0.59992087,1.8979884337248293e-09,6.5338598179231576e-09,ARMC2,-0.53088623,1.0414899257967749e-22,4.223042976927707e-22,NAGS,-0.8848797,0.47203887069169903,0.5451909877155523,LINC01182,-0.57024044,0.0370821379162213,0.06448250091388547,ARID3B,-0.7231484,9.082460536032758e-55,1.9674536301106124e-54,DVL3,-0.6984979,1.3588211046334891e-273,6.001559295033251e-273,ANGPTL4,-0.9400293,1.569476925814902e-08,5.3833058555451134e-08,ITPKC,-1.007763,4.5203257642293094e-05,0.00011794736589513959,HAUS1,-0.63729936,3.7763470702595657e-50,1.6149795971764628e-49,TMEM135,-0.49991366,0.017011551137582914,0.05459033165392331,CLDN5,-1.836182,5.037990880200305e-21,1.1343183405039984e-20,ZCCHC9,-0.62652385,2.4404684182916793e-41,6.890841790244719e-41,NDEL1,-0.3973031,2.0620537431596807e-44,1.0153512264850214e-43,ISY1,-0.7148299,2.698470004007575e-113,6.006682787681759e-113
DACT1,-3.8570347,6.719328889242544e-08,2.572504099351813e-07,UEVLD,-0.7486766,9.146185414020918e-11,3.0059719135105335e-10,CTSK,-1.5026907,7.328306022392435e-18,2.7950162873375445e-17,RUNX1T1,-0.024290647,9.813722131634376e-20,2.8227309779040595e-19,BACH2,-0.19182584,0.005927563506049753,0.015636914601171625,DMPK,-0.909483,2.4266982637157527e-117,1.1879250793382465e-116,BDH1,-0.89281934,1.8907812516249586e-09,6.510534029095112e-09,AK4,-0.44186345,9.789455639193187e-23,3.9705042866622836e-22,KCNT1,-1.1715091,0.47186091802467434,0.5450271678270614,TRPM3,-0.2717477,0.03703414996992072,0.06440647514934818,HDHD2,-0.16031155,7.593137339439028e-55,1.6453069451085973e-54,PNN,-0.10002368,1.2494383029302722e-273,5.520059387536202e-273,STK17B,-0.97194016,1.5651190334075442e-08,5.3695786433704604e-08,ZDHHC7,-0.38734207,4.519955045918195e-05,0.00011794736589513959,GLB1,-0.30497605,3.696904591274376e-50,1.5814536307118164e-49,IL17RD,-1.2140592,0.016970670404528862,0.054482313921537885,ZNF682,-0.6934451,4.955050372716704e-21,1.1159770217137816e-20,MSANTD2,-0.5829591,2.3836339174190107e-41,6.731624828160125e-41,TRMT13,-0.5197736,2.008159972170517e-44,9.891367591382978e-44,LLPH,-0.5697553,2.5630478676850558e-113,5.706922162747545e-113
METRNL,-2.23431,6.700382024563671e-08,2.565901180276958e-07,AGPAT4,-0.8063609,9.141792750348911e-11,3.0051826658302283e-10,NUSAP1,-1.1236053,7.305967763354905e-18,2.787200846424475e-17,RB1CC1,-0.116202675,9.129940564405207e-20,2.626554765497586e-19,ZMYM4,-0.026236156,0.0059272968155233445,0.015636914601171625,RIC8A,-1.552532,1.9780209641676563e-117,9.686013105521826e-117,ARL2,-0.37121266,1.8669040801836877e-09,6.431252311831138e-09,ALDH6A1,-0.72522986,9.675797058227458e-23,3.925460462440021e-22,CELF5,-1.2959784,0.4715588660782605,0.5447199699083893,TOB2,-0.28408647,0.03674298573778102,0.06392220642704222,C1QB,-2.7202907,7.28419241094911e-55,1.578817059687548e-54,UBFD1,-1.2087381,1.1258785787496189e-273,4.975625039674743e-273,PYROXD2,-0.82201374,1.5465544812866257e-08,5.307094186352377e-08,RC3H2,-0.22322594,4.5033229018150405e-05,0.00011754436048805359,CLDN12,-0.43317208,3.6575795474707013e-50,1.5650748661873497e-49,GALNT1,-0.32700852,0.016934718709408075,0.054380632396364634,STAT5B,-0.4219471,4.940273569226223e-21,1.1128150553248083e-20,CDK11A,-0.7422476,2.2081429298975548e-41,6.237187553437002e-41,MATN2,-0.41276383,1.95976619917714e-44,9.65615131504453e-44,C3,-2.4900618,2.318373132371927e-113,5.162887312049155e-113
HAUS4,-2.095756,6.684885532108119e-08,2.5606165596592826e-07,TMEM214,-0.8744596,9.141583627345956e-11,3.0051826658302283e-10,CEP95,-0.24861471,7.303397279723177e-18,2.7869246964748974e-17,ATG14,-0.29430977,8.85130794330905e-20,2.546881591619069e-19,HCG18,-0.19275041,0.005899201946235187,0.015570261590168145,IFT27,-1.3326406,1.9722369071175948e-117,9.66082421363802e-117,ACBD3,-0.073458575,1.866196642247046e-09,6.43028304219005e-09,IMPA2,-1.4935126,8.94310524719684e-23,3.6301598814065283e-22,CIB3,-1.2139858,0.47076769138492724,0.5439290118138015,DCAF10,-0.22988012,0.03664248673478262,0.06376206731250308,WDR31,-0.47273675,6.418414880404789e-55,1.39176318067628e-54,UBE2J1,-0.46438485,5.788347996824676e-274,2.5595589794338705e-273,ZNF532,-0.13925497,1.522719542312686e-08,5.228869927777715e-08,KCNE4,-1.3483429,4.415922653798496e-05,0.00011531640445450986,RAB10,-0.0550913,3.6428167293778857e-50,1.5591999455408692e-49,MCPH1,-0.6449662,0.01678216121672575,0.053945980209334395,LAD1,-3.05378,4.8146743172316505e-21,1.0848471901412373e-20,LFNG,-3.6144624,2.133981353641383e-41,6.028836875543946e-41,ZNF189,-1.0345662,1.9564456331669805e-44,9.642938437542806e-44,NMT2,-0.80380404,1.1419885973831292e-113,2.5450224323251897e-113
C12orf76,-1.6405933,6.674023840062965e-08,2.557105046819758e-07,MVP,-1.8126879,9.08915710195258e-11,2.989181934684427e-10,MED9,-0.99851805,7.29826619081505e-18,2.7856710508796344e-17,IRX5,-1.7797676,8.759297427998525e-20,2.5208870477374856e-19,MNS1,-1.2164034,0.005871939459035071,0.01550644100013251,PBDC1,-1.7231461,1.8759371027448903e-117,9.192091803449962e-117,SLC35B2,-1.0864631,1.8595458982381642e-09,6.408830028821734e-09,ABCF1,-0.31715813,8.049514841486166e-23,3.268315253906624e-22,NOD2,-3.076923,0.4678313481318823,0.5407866655948506,PM20D1,-1.6582361,0.03648967474211199,0.06351579449927533,PILRA,-0.93843365,4.670416115686411e-55,1.0133110985902719e-54,SNRNP25,-0.93340284,4.648790819702181e-274,2.0562588232985145e-273,AMMECR1,-0.5328341,1.507263771739613e-08,5.1769742474042416e-08,CABLES1,-0.5677043,4.375695468823748e-05,0.0001142921357138941,GID8,-0.46335402,3.449211446340208e-50,1.4767517488841536e-49,LDLRAD3,-1.1211694,0.016736339238890802,0.05381014737821473,DUSP3,-0.39247048,4.2179823647201086e-21,9.511099633700266e-21,PRR5L,-2.269119,2.0516353178407008e-41,5.797281448577393e-41,SGK3,-0.2659546,1.9233976945342574e-44,9.483148646164982e-44,SPATS2,-0.57313466,9.797042254024354e-114,2.1840023884451336e-113
TUSC1,-2.5515196,6.610404491246719e-08,2.53401637241289e-07,ABCD4,-0.4057339,9.052893318718578e-11,2.9779046636028943e-10,PRRT2,-2.213785,7.139729106411193e-18,2.7265382508592544e-17,VCL,-0.1464946,8.313737737860199e-20,2.393569819530449e-19,PURA,-0.20432106,0.00584419464404371,0.015438576154018498,SH3YL1,-0.88921213,1.8525137926039956e-117,9.080265721981e-117,SNX18,-0.7550306,1.8209325245005027e-09,6.280053395740764e-09,HAAO,-2.3746805,7.903756036265074e-23,3.20999693485771e-22,PACRG-AS1,-2.2048454,0.4664894994569221,0.5393181803128442,SIRPB2,-4.7715645,0.03646309194565996,0.06347917679592804,ZNF713,-0.44547057,4.4234366776575486e-55,9.600015291804389e-55,THAP4,-0.9535883,3.8195021463593604e-274,1.6899421399254022e-273,DNHD1,-0.24775831,1.5035577785650217e-08,5.16542089553911e-08,UNC13B,-0.21833517,4.3718437824003307e-05,0.00011421129715074571,SLC11A2,-0.5756231,3.072324361496449e-50,1.3157638837600568e-49,FBXW11,-0.27392408,0.0166956405580621,0.053709076386113795,XPO1,-0.24901381,4.1319701267866654e-21,9.31854350769043e-21,POLD3,-0.63371074,2.0201296467637352e-41,5.709325211415411e-41,DOK6,-1.0982361,1.8815460270128547e-44,9.279834195973204e-44,OCEL1,-1.3643768,8.420178672255271e-114,1.8776202204739443e-113
PFKL,-0.6527714,6.593847969926164e-08,2.5283118283060386e-07,AKAP8L,-0.2824672,8.809549728859357e-11,2.89848974292447e-10,EPC1,-0.059130806,7.135702090398688e-18,2.725690102462592e-17,MYO1F,-1.8121879,8.236858198186394e-20,2.371888264205859e-19,ETFB,-0.32969362,0.005823152519962332,0.015391071424040545,ARHGAP21,-0.13555427,1.7978892209225252e-117,8.815381456193226e-117,TMEM167B,-0.87500185,1.6678608502872473e-09,5.757400721073911e-09,CRISPLD1,-1.8819491,7.836397738119306e-23,3.1834970299783735e-22,RSAD2,-1.1724995,0.46482035786198606,0.537429620842189,ITPRIPL2,-0.6562417,0.036243293978229285,0.06313294006457022,LINC01515,-0.2232488,4.2914369947129335e-55,9.314880932576958e-55,ZMAT2,-0.65230983,3.504333848790657e-274,1.5509503356583166e-273,RDH13,-0.9253218,1.4841740011515047e-08,5.099989532190007e-08,LAD1,-3.2487025,4.2897916913000116e-05,0.00011208714716949408,FBXO34,-0.18452975,3.043003057747151e-50,1.3035765582605734e-49,SMG1,-0.2763042,0.016685384421319692,0.053692072854276504,ZRANB1,-0.3858825,4.107251281865664e-21,9.265565970989028e-21,WWTR1,-0.4344962,1.9786168443940396e-41,5.593048401497443e-41,GAS7,-0.2662172,1.8058441281387102e-44,8.912295481317663e-44,NRARP,-3.0149314,3.3079255818853104e-114,7.38072337105457e-114
CSDC2,-1.5919265,6.569859851829317e-08,2.5197541266533177e-07,TAB2,-0.26800182,8.750298295813749e-11,2.879622805940277e-10,IGDCC4,-3.436042,6.968778555067924e-18,2.6632769296805548e-17,OSBPL3,-0.73707616,8.139055963172721e-20,2.344619824321487e-19,GABPB1-AS1,-0.03017035,0.0058115444957861214,0.015363081017762155,KCTD20,-0.25199065,1.6148964126977356e-117,7.920707396956199e-117,SYCP3,-1.9839969,1.6204553895115632e-09,5.595038375316521e-09,PARP8,-0.69943404,7.760176334585264e-23,3.153381293526139e-22,MZB1,-2.4713342,0.4643567211951556,0.5369346947806688,KIF2A,-0.33626714,0.0360921496029642,0.06288417476425026,GALNT16,0.033073656,4.272963390964659e-55,9.27611672848657e-55,POLR3GL,-0.64124626,1.8105698656741073e-274,8.015582403271818e-274,TCIRG1,-1.5109706,1.4774025763956141e-08,5.0778774044551605e-08,BCL3,-1.1962234,4.284233822400689e-05,0.00011196131055873801,THAP4,-0.5358362,2.533136277189677e-50,1.085465437119438e-49,POMGNT1,-0.65174615,0.016683084564404833,0.053692072854276504,CLN8,-0.5795197,4.049264023099541e-21,9.136117900525979e-21,TTC19,-0.40960187,1.9091272609185004e-41,5.399653040064095e-41,GABRB1,-2.6871195,1.5437942730751334e-44,7.621505779931276e-44,SS18L2,-0.7182538,1.99564787533839e-114,4.454054678291479e-114
