Adipocytes_names,Adipocytes_logfoldchanges,Adipocytes_pvals,Adipocytes_pvals_adj,CCS_names,CCS_logfoldchanges,CCS_pvals,CCS_pvals_adj,EC_Arterial_names,EC_Arterial_logfoldchanges,EC_Arterial_pvals,EC_Arterial_pvals_adj,EC_Capillary_names,EC_Capillary_logfoldchanges,EC_Capillary_pvals,EC_Capillary_pvals_adj,EC_Lymphatic_names,EC_Lymphatic_logfoldchanges,EC_Lymphatic_pvals,EC_Lymphatic_pvals_adj,EC_Mixed_names,EC_Mixed_logfoldchanges,EC_Mixed_pvals,EC_Mixed_pvals_adj,EC_Valves_Pericytes_names,EC_Valves_Pericytes_logfoldchanges,EC_Valves_Pericytes_pvals,EC_Valves_Pericytes_pvals_adj,EC_Venous_names,EC_Venous_logfoldchanges,EC_Venous_pvals,EC_Venous_pvals_adj,Endocardium_names,Endocardium_logfoldchanges,Endocardium_pvals,Endocardium_pvals_adj,Epicardium_names,Epicardium_logfoldchanges,Epicardium_pvals,Epicardium_pvals_adj,Fibroblasts_names,Fibroblasts_logfoldchanges,Fibroblasts_pvals,Fibroblasts_pvals_adj,Leukocytes_names,Leukocytes_logfoldchanges,Leukocytes_pvals,Leukocytes_pvals_adj,Neurons_Mixed_names,Neurons_Mixed_logfoldchanges,Neurons_Mixed_pvals,Neurons_Mixed_pvals_adj,Neurons_SchwannGlialCells_names,Neurons_SchwannGlialCells_logfoldchanges,Neurons_SchwannGlialCells_pvals,Neurons_SchwannGlialCells_pvals_adj,Pericytes_names,Pericytes_logfoldchanges,Pericytes_pvals,Pericytes_pvals_adj,PlateletsErythrocytes_names,PlateletsErythrocytes_logfoldchanges,PlateletsErythrocytes_pvals,PlateletsErythrocytes_pvals_adj,SMC_names,SMC_logfoldchanges,SMC_pvals,SMC_pvals_adj,aCM_names,aCM_logfoldchanges,aCM_pvals,aCM_pvals_adj,unknown_names,unknown_logfoldchanges,unknown_pvals,unknown_pvals_adj,vCM_names,vCM_logfoldchanges,vCM_pvals,vCM_pvals_adj
FABP4,4.3686647,0.0,0.0,TECRL,1.8875859,0.0,0.0,CDH5,3.3818333,0.0,0.0,GALNT18,3.4977946,0.0,0.0,PECAM1,2.273443,0.0,0.0,UTRN,1.4849561,0.0,0.0,BMPR2,1.3427299,0.0,0.0,TPO,5.1763315,0.0,0.0,LRIG3,4.069288,0.0,0.0,PTPRF,4.0642967,0.0,0.0,LUM,4.297194,0.0,0.0,MERTK,3.8389258,0.0,0.0,STMN1,2.1315994,6.540385776543546e-286,2.5975658457788207e-283,NLGN4X,3.8682914,0.0,0.0,GRK5,1.8195541,0.0,0.0,SLC38A2,2.091813,9.181963024796211e-57,1.6899290971978586e-54,S100A11,2.0068161,0.0,0.0,MDH1,2.018668,0.0,0.0,VIM,0.8431548,1.6940980102204436e-176,3.684052906375639e-175,MYL2,3.1240418,0.0,0.0
HOOK2,3.2635233,0.0,0.0,COX4I1,1.8593713,0.0,0.0,ADCY4,3.6639638,0.0,0.0,ESAM,3.5319176,0.0,0.0,GPM6A,5.0928626,9.512165793021624e-298,3.987711281896732e-295,RAPGEF1,2.2979884,0.0,0.0,EPAS1,1.8025215,0.0,0.0,TEK,3.1480238,0.0,0.0,ITGA8,3.4849734,0.0,0.0,TLL1,4.5831947,0.0,0.0,TCF21,4.6685324,0.0,0.0,AOAH,5.265212,0.0,0.0,L1CAM,6.4582434,2.495958870763584e-277,9.417252819391002e-275,SCN9A,3.9135678,0.0,0.0,PLCL1,1.8728435,0.0,0.0,BLVRB,2.6870322,7.618868110026941e-56,1.3688566371015072e-53,CCDC3,3.3737895,0.0,0.0,FITM1,2.9314697,0.0,0.0,NCL,1.013213,3.1817814773729883e-174,6.830646665222352e-173,HSPB7,2.5875998,0.0,0.0
ANGPTL4,4.8344445,6.825555166020441e-303,2.9431793875880144e-300,RRAD,2.3796923,0.0,0.0,UTRN,1.8504187,0.0,0.0,PTPRM,2.2336988,0.0,0.0,STAB2,7.145068,1.19629120605847e-295,4.879574832928224e-293,NEAT1,1.3608663,0.0,0.0,SASH1,1.4559844,0.0,0.0,RALGAPA2,2.565101,0.0,0.0,EFNB2,2.7452993,0.0,0.0,RSRP1,1.8612984,0.0,0.0,SRPX,2.7039201,0.0,0.0,FRMD4B,2.1640875,0.0,0.0,PPP2R2B,3.6666386,1.9914618426447085e-276,7.330522470535106e-274,ARPC1B,2.6243708,0.0,0.0,ARHGAP42,2.319735,0.0,0.0,EIF4A1,1.5639099,4.314380668557643e-55,7.571236401147901e-53,MT2A,3.2243044,0.0,0.0,ANKRD1,2.3919582,0.0,0.0,FTL,0.8010497,4.138438230923475e-174,8.8717769575422e-173,CTNNA3,3.0454268,0.0,0.0
ADIPOQ,10.293613,5.078656379486939e-299,2.1290856133115802e-296,UQCR11,1.9052284,0.0,0.0,PLCB1,2.3061354,0.0,0.0,TACC1,2.2743158,0.0,0.0,TGFBR2,1.966277,1.5380473110937275e-295,6.108476320796457e-293,ITGA6,2.9178176,0.0,0.0,EBF1,1.4498335,0.0,0.0,UTRN,1.6169306,0.0,0.0,ESAM,3.1977425,0.0,0.0,COLEC12,2.3079967,0.0,0.0,SPARC,2.5289423,0.0,0.0,CHST11,2.6557477,0.0,0.0,ELAVL3,6.559758,3.3895466567488703e-276,1.2179770986584274e-273,GAS7,1.9690039,0.0,0.0,ADAMTSL3,2.474691,0.0,0.0,TMBIM6,1.5529222,4.6922250718210554e-55,8.139662159071651e-53,TMSB4X,2.3243597,0.0,0.0,SLIT3,2.666575,0.0,0.0,RRM2,2.4476206,7.534943804416753e-173,1.59715409966654e-171,PDE4DIP,2.6652548,0.0,0.0
PRKAR2B,4.3684325,6.738932854944331e-295,2.7487560715356715e-292,NDUFB1,2.013153,0.0,0.0,RFTN1,2.9129658,0.0,0.0,ETS1,2.7336993,0.0,0.0,STON2,3.9994948,7.5080219528377245e-295,2.905411982364793e-292,EPAS1,2.2988977,0.0,0.0,KIAA1217,1.5113522,0.0,0.0,CADPS2,2.5689778,0.0,0.0,TIE1,3.3350923,0.0,0.0,DMKN,3.4911067,0.0,0.0,FBLN2,3.0195122,0.0,0.0,ADAP2,4.4583917,0.0,0.0,NEFM,8.059398,2.882921475101458e-275,9.888420659598002e-273,MOXD1,3.287983,0.0,0.0,RNF152,3.4371343,0.0,0.0,TUBA4A,5.4135013,1.442212912378377e-54,2.4184308081793847e-52,FLNA,1.8970574,0.0,0.0,GJA5,3.9175272,0.0,0.0,HBB,2.5481296,1.0589026365346752e-172,2.2382294944791764e-171,MYO18B,3.1949666,0.0,0.0
PTPRS,3.6874373,5.1663836706153854e-287,2.0518700620244054e-284,HSPB7,1.9249028,0.0,0.0,ERG,3.0981817,0.0,0.0,DOCK9,2.6954281,0.0,0.0,DOCK5,2.507592,2.601392713786378e-293,9.815054709116004e-291,PRKCH,2.4886506,0.0,0.0,PTPRG,1.124185,0.0,0.0,TCF4,1.4596828,0.0,0.0,FXYD5,3.297823,0.0,0.0,SULF2,2.8705018,0.0,0.0,EBF2,2.7719135,0.0,0.0,CD74,3.8596299,0.0,0.0,RTN1,4.7498045,5.439542898819078e-270,1.8243018095328337e-267,CNP,3.4602907,0.0,0.0,MIR4435-2HG,2.509086,0.0,0.0,SLC3A2,2.6385002,2.2438368443893585e-54,3.680868006035239e-52,PFN1,1.6908532,0.0,0.0,CORIN,2.3119993,0.0,0.0,DDX39B,1.3285532,1.1707212044098305e-171,2.4505581715607716e-170,PLCXD3,2.8540227,0.0,0.0
ITPR2,2.7916355,5.593428290648853e-287,2.164513327242884e-284,NDUFA1,2.010726,0.0,0.0,TIE1,3.3948596,0.0,0.0,RAPGEF5,3.2569685,0.0,0.0,S100A10,3.0457647,4.0673313921449737e-290,1.497174765128096e-287,SYNE1,1.6971234,0.0,0.0,ADAMTS9,1.8737767,0.0,0.0,NOSTRIN,3.407372,0.0,0.0,FOXC1,3.8494298,0.0,0.0,PRG4,7.833153,0.0,0.0,IGF1,3.8732948,0.0,0.0,ARHGAP15,3.4230287,0.0,0.0,CHGA,9.499174,1.702480114607407e-267,5.585615193403258e-265,VIM,2.056855,0.0,0.0,NGF,3.8342505,0.0,0.0,PFDN2,2.0329256,3.989062142265795e-54,6.337150089586882e-52,TGFB1I1,2.0027473,0.0,0.0,MB,2.5454755,0.0,0.0,TUBB,0.89442265,1.7259341548689778e-170,3.573086181794597e-169,MYH7B,3.1395724,0.0,0.0
LPL,3.3331742,3.45848944500847e-281,1.3048880676016958e-278,SFRP1,2.1808872,0.0,0.0,ANO2,3.481386,0.0,0.0,ID1,2.6220126,0.0,0.0,CALCRL,2.2970297,2.7714665049134555e-289,9.95880297432235e-287,ELMO1,1.8331298,0.0,0.0,ASAP1,1.1842427,0.0,0.0,SYNE2,1.7230917,0.0,0.0,FZD6,3.4249873,0.0,0.0,ID4,2.3749197,0.0,0.0,SPON2,3.8108807,0.0,0.0,RNF149,2.444614,0.0,0.0,RBP1,1.9498028,7.693425624611499e-264,2.470408075034824e-261,NRXN3,4.5154095,0.0,0.0,RAD51B,2.4357295,0.0,0.0,DDIT3,3.5338964,2.036656024047432e-52,3.1047689611034186e-50,MYL9,1.7530661,0.0,0.0,CRIP2,2.0496914,0.0,0.0,NUCKS1,0.77924573,2.0031317825240675e-170,4.141269159157976e-169,CACNB2,2.938278,0.0,0.0
UBE2E2,2.1480486,9.392252397882962e-271,3.4572651997280405e-268,CRIP2,1.8632538,0.0,0.0,PLEKHG1,2.625413,0.0,0.0,FLI1,2.6696436,0.0,0.0,ARHGAP29,1.8444909,4.25243577387218e-287,1.4925060627739287e-284,ABLIM1,1.2082582,0.0,0.0,MCF2L,2.580388,0.0,0.0,MECOM,2.0040095,0.0,0.0,CD9,2.989346,0.0,0.0,PRSS23,2.602207,0.0,0.0,EMILIN1,2.5954664,0.0,0.0,SAMSN1,4.91187,0.0,0.0,PAFAH1B3,2.5407708,1.2982082802286805e-263,4.081783201085677e-261,TMEM176B,3.664232,0.0,0.0,SH3RF1,2.5495868,0.0,0.0,HSP90AA1,1.3791592,3.762070682246976e-51,5.407349593949653e-49,IFITM3,1.8179815,0.0,0.0,FABP3,2.3103223,0.0,0.0,EEF1B2,0.8068159,9.392943912565055e-169,1.9156528314652946e-167,TNNI3,2.600097,0.0,0.0
GPD1,8.573805,1.0234053201941785e-268,3.6774364505644145e-266,LDHB,1.8065504,0.0,0.0,SHANK3,3.050153,0.0,0.0,PLCB1,2.5005624,0.0,0.0,SMAD1,2.9355552,2.5297705974012203e-286,8.677113149086186e-284,ARL15,1.637811,0.0,0.0,TCF4,1.1089139,0.0,0.0,BMPR2,1.7452724,0.0,0.0,WWTR1,1.9416742,0.0,0.0,ANXA3,2.7294605,0.0,0.0,PLAGL1,2.3294363,0.0,0.0,CSF1R,5.602475,0.0,0.0,INA,9.086646,3.285107979007891e-262,1.0118132575344304e-259,NKAIN3,4.852159,0.0,0.0,CDC42BPA,1.5844458,0.0,0.0,CDKN1A,3.7955108,3.696669112294058e-49,5.02613785970648e-47,CFL1,1.6617817,0.0,0.0,SYNPO2L,3.1317036,0.0,0.0,GTSE1,2.6756577,2.4485855217501767e-168,4.960275529430022e-167,HACD1,2.4705892,0.0,0.0
TRPS1,2.6294634,5.434907165708194e-266,1.907526021973676e-263,COX5A,1.9033772,0.0,0.0,PREX2,2.9008276,0.0,0.0,ENG,2.2955844,0.0,0.0,NXN,2.3222952,1.8680274321282214e-285,6.264948890150914e-283,PTPRG,1.2364957,0.0,0.0,NEAT1,1.2143548,0.0,0.0,RASAL2,1.5949265,0.0,0.0,PCAT19,3.1613894,0.0,0.0,KCNQ1OT1,1.8312713,0.0,0.0,OGN,3.8390625,0.0,0.0,PLXDC2,1.7725066,0.0,0.0,MAB21L1,6.157707,2.832459901807102e-250,8.220670161167844e-248,TSPAN11,4.807714,0.0,0.0,ARHGAP6,2.2279968,0.0,0.0,GDF15,7.1953077,4.772198174945315e-48,6.001834571356225e-46,RHOC,1.7062637,0.0,0.0,HACD1,1.932742,0.0,0.0,CDKN1C,1.9579895,4.5058857277721105e-165,8.80865639942185e-164,TACC2,2.6666493,0.0,0.0
GSE1,3.0286055,1.1657971344610315e-265,3.998684171201338e-263,PPP1R1A,3.0420194,0.0,0.0,PITPNC1,2.5066037,0.0,0.0,ERG,3.3470247,0.0,0.0,UTRN,1.6345156,2.3970457807323128e-285,7.864394548437405e-283,ADGRL4,2.9782765,0.0,0.0,UTRN,1.135367,0.0,0.0,MCF2L,3.0321271,0.0,0.0,MMRN2,3.8037221,0.0,0.0,WNT2B,3.3282537,0.0,0.0,GPC3,3.8448503,0.0,0.0,ELMO1,2.040519,0.0,0.0,BCL2,2.2067323,4.092882770877592e-250,1.1654676750582005e-247,ARHGAP15,2.9919624,0.0,0.0,CD36,1.8914605,0.0,0.0,STK17A,3.0583756,1.0057757806126094e-47,1.2441941050004507e-45,MYH11,4.8023887,0.0,0.0,NKX2-5,2.7413845,0.0,0.0,PPIA,0.748805,2.1615559531469021e-159,4.017512616366138e-158,CMYA5,2.6912472,0.0,0.0
MYCBP2,2.4599793,3.697339890627862e-263,1.2400056362079042e-260,MLF1,1.9402004,0.0,0.0,KLF2,2.292548,0.0,0.0,PCAT19,3.8962529,0.0,0.0,RALGAPA2,2.4405167,3.2124190806226454e-283,1.0100380992657701e-280,F8,3.294543,0.0,0.0,ELK3,1.8837991,0.0,0.0,CMIP,2.2074685,0.0,0.0,THSD7A,2.7444372,0.0,0.0,SMOC2,2.459853,0.0,0.0,TIMP1,2.0658677,0.0,0.0,HCLS1,4.972267,0.0,0.0,CKB,2.1028354,6.312222183785991e-249,1.764149207364781e-246,ADGRG6,3.5418026,0.0,0.0,ITGA1,2.166861,0.0,0.0,TAL1,4.8209476,1.5494817969283875e-47,1.9012015674181486e-45,ITGA1,1.9585806,0.0,0.0,DGKI,3.2832682,0.0,0.0,KIF20B,2.0824728,1.2328259412467735e-157,2.2470783943594573e-156,MLIP,2.7778916,0.0,0.0
APBB1IP,4.3759475,9.597486003342379e-262,3.148809973096591e-259,TCAP,2.2715182,0.0,0.0,SMAD6,2.9804442,0.0,0.0,ANO2,3.949595,0.0,0.0,MPP7,3.2804174,6.020711064122735e-283,1.8543790077498022e-280,PLXDC2,1.5155234,0.0,0.0,TEK,2.2540364,0.0,0.0,PIK3C2A,2.2221627,0.0,0.0,NFIB,1.4704952,0.0,0.0,BNC1,7.0426297,0.0,0.0,ASPN,3.472735,0.0,0.0,MS4A4A,5.9943576,0.0,0.0,MEG3,1.9595362,5.023820199112726e-248,1.378536262636532e-245,MIA,5.892869,0.0,0.0,DAAM2,3.2227564,0.0,0.0,BOLA2B,3.2725506,9.988369905782785e-47,1.1963847509370936e-44,FOXS1,4.1029944,0.0,0.0,HSPB3,2.310949,0.0,0.0,KIF11,2.7969828,1.6555813484596624e-155,2.9464662394992012e-154,CASQ2,2.616273,0.0,0.0
G0S2,4.803488,1.3380281192485092e-259,4.2964936969571274e-257,NDUFB2,1.8173089,0.0,0.0,SYNE2,1.8549411,0.0,0.0,SPARCL1,2.0862546,0.0,0.0,LYN,2.8756733,5.215989171123066e-279,1.5743941714117862e-276,RASAL2,1.3271576,0.0,0.0,ETS1,1.7577224,0.0,0.0,ADCY4,3.3712811,0.0,0.0,HLA-E,2.4397752,0.0,0.0,PAWR,2.5205154,0.0,0.0,EPB41L2,1.6993798,0.0,0.0,SLA,5.445544,0.0,0.0,MARCKSL1,1.7230586,1.4684866869813745e-247,3.8881405403373514e-245,NCAM2,3.1953728,0.0,0.0,NBEAL1,1.7441221,0.0,0.0,TUBB4B,1.843404,1.7496701638994616e-46,2.0469784584163314e-44,GSTP1,1.5782515,0.0,0.0,ACTN2,1.7968651,0.0,0.0,TPT1,0.73006004,3.3658198806844737e-146,5.52140800427066e-145,SPHKAP,3.1943412,0.0,0.0
ADIPOR2,3.4297438,2.9471880060577507e-259,9.266450289046578e-257,UQCRQ,1.8760619,0.0,0.0,RASGRF2,3.7550983,0.0,0.0,NRP1,1.9189649,0.0,0.0,MRC1,2.6931524,6.748413491018919e-279,1.9970011060089714e-276,SPARCL1,1.3744256,0.0,0.0,NOSTRIN,2.8105922,0.0,0.0,APBB2,1.9894644,0.0,0.0,CDH5,2.745968,0.0,0.0,MEST,2.2072325,0.0,0.0,LAMC1,1.8173672,0.0,0.0,LYN,3.3432214,0.0,0.0,GNG4,5.844107,3.959884540941588e-247,1.0129250422354313e-244,CNPY2,2.262634,0.0,0.0,ZEB2,1.4267602,0.0,0.0,RBM8A,1.7557613,2.253810665506243e-46,2.6165008126015555e-44,PTMS,1.5933213,0.0,0.0,PPP1R1A,3.3972344,0.0,0.0,HMGN1,0.86841345,8.360346265638834e-145,1.3655232233876763e-143,CKMT2,3.0607116,0.0,0.0
EHBP1,2.534603,2.969727959533731e-255,9.14676211536389e-253,NDUFA11,1.842253,0.0,0.0,VEGFC,3.5951948,0.0,0.0,KDR,3.9582841,0.0,0.0,PARD6G,4.625855,2.611846997871505e-275,7.580383633053221e-273,RAPGEF5,2.375245,0.0,0.0,RBMS3,1.0662855,0.0,0.0,SPARCL1,1.6907573,0.0,0.0,FLT1,2.1105802,0.0,0.0,PDPN,3.7510164,0.0,0.0,CCDC80,2.205036,0.0,0.0,LCP2,5.2691326,0.0,0.0,SLC35F1,4.009234,1.5772596985611198e-243,3.839355382368455e-241,RHOB,2.375571,0.0,0.0,LPP,1.1800247,0.0,0.0,HSPH1,2.301201,2.4239169936517954e-45,2.7299817364323057e-43,ARPC5,1.8053159,0.0,0.0,ENO3,2.5378551,0.0,0.0,LMNB1,1.9794564,7.067750707933643e-140,1.0973919103306022e-138,CCDC141,2.6920671,0.0,0.0
ADH1B,4.964245,3.756595295286528e-255,1.1338907239292857e-252,COX6C,1.7284057,0.0,0.0,ST8SIA6,3.804543,0.0,0.0,FABP5,2.8958328,0.0,0.0,STOX2,2.608907,2.1028906546543724e-273,5.988080332083734e-271,GRB10,2.2792578,0.0,0.0,ENG,1.4992076,0.0,0.0,FOXP1,1.2350103,0.0,0.0,IFITM3,2.3622622,0.0,0.0,EFEMP1,2.8290935,0.0,0.0,OLFML3,3.058469,0.0,0.0,PTPRJ,2.9310153,0.0,0.0,SCG5,3.4711015,1.3357526297576571e-241,3.199869633063899e-239,CD9,2.359285,0.0,0.0,SPECC1,3.0180354,0.0,0.0,UBL5,1.2840315,2.360436062628644e-44,2.5814276128399633e-42,COL4A2,1.4108226,0.0,0.0,SH3BGR,2.2075548,0.0,0.0,PPP1R14B,1.7001872,1.6384812628908472e-139,2.5336023790521173e-138,OBSCN,3.018581,0.0,0.0
PTPRF,4.87691,3.748517525721438e-253,1.1092671862389793e-250,UQCRH,1.6352496,0.0,0.0,HSPG2,2.1644223,0.0,0.0,AFAP1L1,2.8213027,0.0,0.0,RASGRP3,2.2497332,5.784244904840753e-272,1.6165893352566046e-269,SASH1,1.6371317,0.0,0.0,PKHD1L1,4.8795276,0.0,0.0,PALMD,2.0662272,0.0,0.0,STOM,2.0858417,0.0,0.0,BCAM,2.440059,0.0,0.0,PDLIM3,2.0348353,0.0,0.0,MS4A7,6.263738,0.0,0.0,NCAM1,1.2606755,8.888172938162107e-240,2.095942280980352e-237,NGFR,3.9849648,0.0,0.0,ENPEP,3.8069353,0.0,0.0,EIF5,1.7075192,1.6747678166706825e-43,1.779971541492531e-41,OAZ2,2.0940697,0.0,0.0,LDB3,1.8705182,0.0,0.0,DYNLL1,0.76479393,1.913548657846154e-139,2.955913648333076e-138,ALPK2,2.950004,0.0,0.0
FASN,5.6273303,4.596405845714727e-253,1.3340184042985895e-250,COX8A,1.7990537,0.0,0.0,TM4SF1,2.671037,0.0,0.0,ST6GALNAC3,2.8232362,0.0,0.0,KDR,3.2014904,1.15203291803951e-268,3.161178327100416e-266,FLI1,2.0782797,0.0,0.0,WWTR1,1.425386,0.0,0.0,GNAQ,1.7863667,0.0,0.0,ST6GALNAC3,2.4730115,0.0,0.0,GAS6,2.203591,0.0,0.0,MRC2,2.8769066,0.0,0.0,LCP1,6.064798,0.0,0.0,NCAM2,2.7495706,2.3513776395396615e-238,5.4595371286050106e-236,GNG2,2.479878,0.0,0.0,PTPRG,1.3043658,0.0,0.0,SNHG25,2.5736587,3.3029811689742795e-43,3.461707764038877e-41,SPARCL1,1.731858,0.0,0.0,CHCHD10,2.0759346,0.0,0.0,DIAPH3,1.5132447,1.0189734322952835e-137,1.5455625166030573e-136,DPF3,3.016705,0.0,0.0
FNDC3B,1.8776038,9.080416737997072e-251,2.585691498299091e-248,SHOX2,5.620882,0.0,0.0,TEK,2.7454057,0.0,0.0,CALCRL,2.6687756,0.0,0.0,ERG,2.6668653,3.170142631835432e-256,8.393647824501814e-254,ABLIM3,2.4832337,0.0,0.0,PTK2,1.0953522,0.0,0.0,KALRN,1.9634093,0.0,0.0,HMCN1,2.7395508,0.0,0.0,CPE,2.2512004,0.0,0.0,LRRC17,3.1906211,0.0,0.0,CD53,6.2810826,0.0,0.0,GATA3,4.200026,1.4500106278584377e-237,3.315690969036294e-235,SEMA3C,2.6731946,0.0,0.0,CLMN,3.5702987,0.0,0.0,TMA7,1.3510644,1.5506010284938593e-42,1.5705819276529748e-40,CLIC1,1.7601906,0.0,0.0,HAND2-AS1,1.8970971,0.0,0.0,S100A11,0.93211997,6.649997305307512e-134,9.762817055612936e-133,RBM24,2.4664912,0.0,0.0
FRMD4A,2.5860105,3.195221813860571e-245,8.930053261996988e-243,HSPB3,2.1658995,0.0,0.0,SOX18,3.602133,0.0,0.0,KIAA1217,2.3780057,0.0,0.0,FLRT2,2.383407,7.753434789511548e-254,2.0174972041949703e-251,PREX2,2.4381464,0.0,0.0,MACF1,0.9027386,0.0,0.0,TGFBR2,1.8360939,0.0,0.0,PLXND1,2.3196032,0.0,0.0,HHIP,3.3944416,0.0,0.0,COL15A1,2.4394367,0.0,0.0,DPYD,1.967905,0.0,0.0,HAND2,2.0780528,1.0162202887706636e-235,2.25541126443042e-233,PEBP1,1.8553746,0.0,0.0,PDE3A,1.4594489,0.0,0.0,CKS2,2.5239546,6.094329442772141e-42,6.011478428125304e-40,FABP5,2.2310767,0.0,0.0,VSTM2L,4.1150804,0.0,0.0,CDK1,2.0321608,4.2849626697970936e-132,6.206205049191721e-131,ESRRG,2.81919,0.0,0.0
ASPH,2.2199647,1.5060833455418265e-239,3.9876859387574116e-237,NDUFS5,1.6707469,0.0,0.0,KIAA1217,2.021339,0.0,0.0,CD93,3.7077074,0.0,0.0,LAMA4,1.629961,2.1848086065509204e-253,5.588666354248558e-251,XAF1,2.740711,0.0,0.0,DOCK1,1.3431755,0.0,0.0,PKP4,2.1651907,0.0,0.0,ADGRF5,2.3184028,0.0,0.0,MGP,2.334758,0.0,0.0,LAMB1,1.8800272,0.0,0.0,IKZF1,5.8343163,0.0,0.0,KIF5C,4.5251966,3.206812907133195e-235,7.014089912239735e-233,CRYAB,1.9357517,0.0,0.0,SEMA5A,1.7728927,0.0,0.0,DYNLL1,1.2840072,1.0171026257600201e-41,9.839815915365527e-40,PPIA,1.5420233,0.0,0.0,FBXO32,2.0796626,0.0,0.0,TPM4,0.7622681,9.771780288130047e-132,1.4112507952962552e-130,CACNA1C,2.5795329,0.0,0.0
VKORC1L1,3.4639535,1.5460898657365483e-235,4.023032457533791e-233,VSNL1,4.095475,0.0,0.0,CD34,2.3326395,0.0,0.0,TIE1,3.4859776,0.0,0.0,NR2F2,2.187627,2.2740525120762853e-253,5.720000085375883e-251,MGLL,2.4471684,0.0,0.0,DOCK6,1.7856188,0.0,0.0,ENTPD1,2.8764224,0.0,0.0,RDX,1.6352199,0.0,0.0,SPOCK2,5.003313,0.0,0.0,BGN,2.3883033,0.0,0.0,LYVE1,5.113109,0.0,0.0,CDH19,2.8140109,1.022148079451829e-233,2.1727125091671837e-231,CNN3,1.721281,0.0,0.0,NR2F2,2.0142083,0.0,0.0,CD55,2.3715847,1.0778628642350614e-41,1.0361214233780604e-39,DSTN,1.4721396,0.0,0.0,NEBL,1.7868505,0.0,0.0,CIT,2.9571671,1.3378295146608633e-125,1.8140631657917115e-124,PLN,2.3316207,0.0,0.0
PTGER3,5.2270875,2.337414295909518e-224,5.979026534553635e-222,DSTN,1.4728129,0.0,0.0,SRGN,2.6654427,0.0,0.0,CD36,2.0649393,0.0,0.0,CD36,1.6891763,3.6406527898058734e-250,9.007333098975448e-248,ERG,2.5959523,0.0,0.0,FOXO1,1.5193098,0.0,0.0,PTPRG,1.4918602,0.0,0.0,ELK3,2.066187,0.0,0.0,PLEKHH2,2.957612,0.0,0.0,TFPI,1.5767275,0.0,0.0,CTSS,4.9189467,0.0,0.0,DCX,7.9214606,2.74493951596986e-232,5.753698218752379e-230,PCSK2,6.2188935,0.0,0.0,CPE,2.3036113,0.0,0.0,GPS2,2.2692666,7.75830262679871e-41,7.053512243593141e-39,C12orf57,1.5659322,0.0,0.0,MYOZ2,1.7541934,0.0,0.0,FTH1,0.7054817,6.0076221710230943e-123,7.995329259707279e-122,TNNI3K,2.9781196,0.0,0.0
PCOLCE2,3.6439962,1.275711341497443e-222,3.1562353386687556e-220,EMC10,2.3165064,0.0,0.0,HLA-E,2.0434213,0.0,0.0,MEF2C,1.7517953,0.0,0.0,TMEM255B,3.994639,1.7219854386240785e-249,4.191645845115257e-247,MCTP1,2.6603875,0.0,0.0,GRB10,1.74588,0.0,0.0,HEG1,2.27701,0.0,0.0,MYCT1,3.524336,0.0,0.0,TMEM98,2.2201657,0.0,0.0,DPYSL3,2.1645381,0.0,0.0,NPL,4.2037854,0.0,0.0,RGS4,3.9489775,1.2144292211588918e-231,2.510707644620547e-229,COL9A3,2.7056358,0.0,0.0,AKT3,1.6939412,0.0,0.0,SF3B6,1.4931804,4.237885378070099e-40,3.6854578380008247e-38,NPM1,1.545013,0.0,0.0,COX7C,1.9003032,0.0,0.0,TOMM5,1.8292449,5.838852375590933e-121,7.590005172473589e-120,SRL,2.8616421,0.0,0.0
TLN2,2.3855202,1.9929375226698766e-220,4.851195660021577e-218,CYCS,1.7752895,0.0,0.0,RAPGEF5,2.520907,0.0,0.0,B2M,1.9228288,0.0,0.0,PGM5,2.1957633,3.361657894513109e-247,8.05303824507807e-245,CCDC85A,2.8543267,0.0,0.0,ECE1,1.7154204,3.9263118966853796e-308,5.2907052807835486e-306,STOX2,2.1643674,0.0,0.0,RAPGEF5,2.3958197,0.0,0.0,CRIP1,2.1220737,0.0,0.0,POSTN,2.3159814,0.0,0.0,MYO5A,2.6356347,0.0,0.0,C14orf132,4.2845154,1.2390205693530878e-230,2.526932220632e-228,S100A6,1.9719707,0.0,0.0,MEF2C,1.526923,0.0,0.0,MPP1,3.284592,4.408298874535967e-40,3.8017169493998186e-38,CNN3,1.5455059,0.0,0.0,EMC10,1.9355997,0.0,0.0,COL3A1,0.7239447,1.5032097382582652e-120,1.9506828348919812e-119,MYLK3,2.6732867,0.0,0.0
